,text,labels
1426,"After Strache went, a power struggle broke out between Kickl and Hofer. Kickl, who is the party brain, its intellectual, advocated a shift to hard-line populism that opposed the covid-19 vaccines and pandemic management. He was largely supported by the party MPs. 10/  http",1
1427,Madam Ngwenya Prudence Nonkululeko (@maprude) Head of the @user delivered her opening remarks while also addressing members of the press on the importance of the COVID-19 vaccine as a major tool to avert another global crisis and lockdown.  #AUBingwa  http,2
1428,"10,000% Increase in Cancers Following COVID-19 Vaccines as Doctors and Scientists Worldwide Sound the Alarm  http",2
1429,"@user @user I was thinking this be your husband's case righ??   ""A person starts but is unable to complete a primary series with the same COVID-19 vaccine due to a contraindication""   So, technically they shouldn't be denying him the novavax vaccine..  It also says no VERS report needed.",2
1430,Me looking at jobs:  “Up-to-date Covid-19 vaccine required”  What am I? A dog?   Those companies get marked as “not interested”   My job is not my life,0
1431,"Whit Merrifield gets COVID-19 vaccine, now able to play in home Blue Jays games  http",2
1432,"Study:  ""Type 1 diabetes mellitus following COVID-19 RNA-based vaccine""   http",1
1433,"@user @user You may have moved on, but Covid-19 hasn’t.   Your anecdotes are not evidence.   I’ve followed the CDC recommendations, which are not ‘pretend’. So, I’ve been vaccinated and boosted twice. This isn’t new, many vaccines require boosters.  Djokovic needs it to travel to US. 🤷🏻‍♀️  http",2
1434,@user I’m tired hearing about COVID-19 and their toxic vaccine!,0
1435,OHA releases COVID-19 vaccine breakthrough report  Yikes.  http,2
1436,Ontario hospitals plan to uphold COVID-19 vaccine policies amid 'crisis' staffing shortages  http via @user wow!! These people are clueless! Triple vaxxed nurses are getting and spreading Covid! There is no protection with regards to transmission!,0
1437,"@user @user @user A two-dose series of the vaccine was 100% effective against COVID-19, measured seven days through over four months after the second dose, the company said.      End of quote.",2
1438,The lovely and gracious Ms. @user donated one million dollars to help fund the COVID-19 vaccine as well as another million for childrens' infectious disease cures. Ms. Parton has worked hard all of her life to achieve what she has achieved ...,1
1439,"Novavax’s COVID-19 vaccine rollout off to sluggish start with just 7,000 doses in arms  http",0
1440,"@user This is the reasonable thing to do actually because 1) children are at extreme risk when they get covid-19, and 2) the vaccine is highly effective.",1
1441,Just got a booster vaccination my 1st COVID-19 vaccine was Johnson&amp;Johnson.,1
1442,@user @user,1
1443,@user @user First tell us what you’ve actually learned from Covid 19. Because you haven’t changed your vaccine formulation after 4 or 5 variants. #Just1MoreJab,1
1444,"Whit Merrifield gets COVID-19 vaccine, now able to play in home Blue Jays games A month ago, Kansas City's Whit Merrifield was unable to play against the Blue Jays in Toronto because he was unvaccinated. After being traded to the Jays, he's changed his t…  http",0
1445,"Food struggles up north… C.) Novato is halving its revenue forecast on low COVID-19 vaccine demand; shares plunge…   * Baby for,USA shortage eagles on, Biden not doing enough… *Like that is any surprise…☹️☹️☹️",0
1446,Over age 50 individuals less likely to experience adverse reactions after second #COVID-19 #mRNA #booster than during initial booster ...   | #SARSCoV2 | #vaccine | #Immunization | #COVID19 | #Healthcare | By @user via @user    http,2
1447,"Total COVID-19 vaccine doses administered in India crosses 205 cr With 25,58,632 precaution doses being administered to those aged 18-59 years on Wednesday till 7 pm, the total such jabs given in this age-group has crosse... #News by #EconomicTimes  http",2
1448,@user @user @user Not possible since the vaccine has eliminated Covid-19.,0
1449,"@user @user All of the above and added to that, the threat from #fomites that could hold infectious virus for weeks. #Lockdown and concurrent massive increase in #vaccine and #antibody production will need to be followed by thorough sterilization of public places.",1
1450,"Bill Gates : If we kill 15% of the world population we’ll have done a good job Klaus Schwab: 15%, 15%, I want more deaths. 2.5 Billions deaths would be a minimum Randall: Hey Me, promote the Covid-19 vaccine &amp; the deadly measures. Be nice.   http",2
1451,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Claiming ivermectin works and COVID-19 vaccines don't is not sticking to the science + violates Twitter's terms of service.  So no, I have no sympathy for their dishonesty on that nor their running away from evidence so they can deceive more people.",0
1452,Illinois hospital system to pay $10.3 million in settlement with workers over COVID-19 vaccine mandate  http,1
1453,"Need a COVID-19 vaccine or booster? Get one this Friday, Aug. 5, when Rite Aid returns to campus. The free clinic is open from 10 a.m. to 5 p.m. in the Cal Poly Recreation Center (No. 43), Room 109. The clinic is walk-in only. Learn more:  http  http",0
1454,The challenges associated with access to and trust of the COVID-19 vaccine in the GTA’s most vulnerable communities are playing out once again.  Toronto neighbourhoods hardest hit by COVID are seeing among the lowest fourth-dose uptake rates in Ontario.  http,1
1455,New article from our Postdoctoral researcher and professor about #COVID-19 publish in PLoS ONE. Feel free to read and cite. #vaccine #favipiravir #publichealth #chulalongkorn #CPHS #COVID19   http  http,2
1456,"@user Why is is that in medicine the things claimed to be proven in history are medicines that don’t help Covid? Everything else is evidence based? Fauci’s claims the the Covid 19 vaccines would prevent you from getting Covid is disproven by facts. I got the vaccine, now I have Covid,",0
1457,MODERNA TO APPLY FOR JAPAN APPROVAL OF NEW COVID-19 VACCINE TARGETTING OMICRON VARIANT ON WEDNESDAY -KYODO,2
1458,UPDATED: We've updated our #paediatric #ClinicalFlowcharts to reflect updated vaccine language &amp; disease severity definitions for children &amp; adolescents.   View here:  http  @user @user @user @user @user @user  http,1
1459,"💉 Starting August 2nd, Vancouver Coastal Health (VCH) is welcoming infants and children aged six months to four years and their families to dedicated COVID-19 vaccine clinics. 💉  Link for registration:  http  #latincouver  #childrenvaccination  http",2
1460,"For fvadt's sake, what story is going around *now*?  “All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say”   http",0
1461, http Africa Confirms First Death ‘Causally Linked’ to COVID-19 Vaccine,1
1462,I do not think it's a big deal that there are no long-term studies on Children and the Covid-19 Vaccines.  That children will be in clinical studies for the next 2-3 years.  No big deal.,0
1463,@user The Covid-19 vaccine is a farce. It means nothing. We chose to get sick for at least 3 days with each shot.,0
1464,"Japanese Surgeon Calls for Suspension of COVID Boosters Among his urgent concerns are the fact that the COVID-19 vaccines have been linked to vaccine-induced immune thrombotic thrombocytopenia, which, in some cases, has been lethal to patients.  http",2
1465,KFF COVID-19 Vaccine Monitor: Concerns And Precautions Among Adults Who Report A Weakened Or Compromised Immune System  http,1
1466,"The 99,450 doses of Covid-19 vaccines donated are of the Pfizer-BioNTech type developed using the MRNA vaccine concept.  @user @user  #coralglass #coralglassmarket #thinkislander  http",2
1467,Protecting your own health from COVID-19 means protecting the health of others around you too. Make sure you have your COVID-19 vaccine and booster. Visit  http for more information.,2
1468,"@user The absurdity is that this, unlike COVID-19, is not a novel disease. It's endemic to parts of Africa, it's not an STI, it affects everyone, we know how to prevent it's spread, and there is a vaccine! It also infects rodents, so I would avoid petting any squirrels...",0
1469,"@user Yet another fact check where something ""false"" is added to the interesting true part.  ""Posts claiming that COVID-19 vaccine producers skipped animal trials due to the animals in those trials dying are false.""  The interesting part is they skipped animal testing, which is true.",0
1470,"In this recent @user study, researchers investigate the potential for #vaccine-associated enhanced respiratory disease (#VAERD) induction in #COVID-19 by evaluating two vaccine leads utilizing a severe hamster infection model.  🫁  ➡️  http  http",2
